Datetime,T-C,RH-%,Tdew-C,windDirection,windSpeed-m/s,pressure-mbar,solarRadiation-W/m2,
11/1/2014 0:00,8.32,65,2.14,15,1,1012.5,1,
11/1/2014 0:05,8.32,64.8,2.09,13,1.3,1012.5,1,
11/1/2014 0:10,8.27,64.9,2.07,37,0.8,1012.7,1,
11/1/2014 0:15,8.32,64.8,2.09,14,1,1012.7,1,
11/1/2014 0:20,8.34,64.9,2.13,28,0.8,1012.5,1,
11/1/2014 0:25,8.34,64.8,2.11,41,1.5,1012.4,1,
11/1/2014 0:30,8.37,64.8,2.14,48,2,1012.3,1,
11/1/2014 0:35,8.42,64.6,2.14,49,1.8,1012.2,1,
11/1/2014 0:40,8.44,64.4,2.12,38,1.8,1012.3,1,
11/1/2014 0:45,8.49,64.1,2.1,38,1.3,1012.2,1,
11/1/2014 0:50,8.47,64.2,2.11,25,1.5,1012.1,1,
11/1/2014 0:55,8.49,64.2,2.12,42,2,1012.2,1,
11/1/2014 1:00,8.54,64.1,2.15,35,2.5,1012.2,1,
11/1/2014 1:05,8.54,64.3,2.19,35,1.5,1012.1,1,
11/1/2014 1:10,8.57,64.1,2.18,28,1.5,1012,1,
11/1/2014 1:15,8.52,64.2,2.15,22,1.3,1011.9,1,
11/1/2014 1:20,8.49,64.4,2.17,21,0.5,1012.1,1,
11/1/2014 1:25,8.47,64.3,2.13,14,0.8,1012,1,
11/1/2014 1:30,8.44,64.4,2.12,355,0.8,1012.1,1,
11/1/2014 1:35,8.37,64.9,2.16,307,0.8,1012.1,1,
11/1/2014 1:40,8.27,65.4,2.17,321,0.3,1011.9,1,
11/1/2014 1:45,8.19,65.9,2.21,299,1.5,1012,1,
11/1/2014 1:50,8.07,66.2,2.15,319,0.8,1011.9,1,
11/1/2014 1:55,7.95,67.2,2.25,317,1.3,1011.9,1,
11/1/2014 2:00,7.79,68,2.26,319,1.5,1012.1,1,
11/1/2014 2:05,7.67,68.6,2.27,323,1,1011.9,1,
11/1/2014 2:10,7.59,69.5,2.38,292,0.8,1011.7,1,
11/1/2014 2:15,7.57,70.4,2.54,305,0.5,1011.7,1,
11/1/2014 2:20,7.54,71,2.63,329,1,1011.4,1,
11/1/2014 2:25,7.52,71.6,2.73,338,1.3,1011.8,1,
11/1/2014 2:30,7.47,71.9,2.74,326,1.3,1011.9,1,
11/1/2014 2:35,7.42,72,2.71,305,1.5,1012.1,1,
11/1/2014 2:40,7.37,72.3,2.72,314,1,1012.1,1,
11/1/2014 2:45,7.37,72.3,2.72,288,1.3,1012.2,1,
11/1/2014 2:50,7.32,72.3,2.67,299,1.5,1011.9,1,
11/1/2014 2:55,7.22,72.3,2.58,320,2.5,1011.8,1,
11/1/2014 3:00,7.14,72.1,2.46,309,2.3,1011.7,1,
11/1/2014 3:05,7.07,71.9,2.35,327,2.3,1011.8,1,
11/1/2014 3:10,7.02,71.9,2.31,323,1.8,1011.7,1,
11/1/2014 3:15,7.02,71.9,2.31,319,1.3,1011.9,1,
11/1/2014 3:20,6.96,71.8,2.23,319,0.8,1011.7,1,
11/1/2014 3:25,6.89,71.3,2.06,330,1.8,1011.8,1,
11/1/2014 3:30,6.86,71.1,2,324,1.5,1011.5,1,
11/1/2014 3:35,6.79,71.1,1.93,333,1.5,1011.5,1,
11/1/2014 3:40,6.79,71,1.91,324,1.3,1011.9,1,
11/1/2014 3:45,6.74,70.9,1.84,314,1.3,1011.9,1,
11/1/2014 3:50,6.74,70.9,1.84,326,0.8,1011.6,1,
11/1/2014 3:55,6.61,70.9,1.72,316,1.8,1011.6,1,
11/1/2014 4:00,6.46,71.2,1.63,326,2,1011.6,1,
11/1/2014 4:05,6.46,71.5,1.69,313,2,1011.5,1,
11/1/2014 4:10,6.41,71.7,1.68,316,2.3,1011.4,1,
11/1/2014 4:15,6.36,71.8,1.65,313,2.3,1011.2,1,
11/1/2014 4:20,6.28,71.8,1.57,323,2.5,1011.1,1,
11/1/2014 4:25,6.26,72.1,1.61,321,2.3,1010.7,1,
11/1/2014 4:30,6.18,72.2,1.55,319,2,1011,1,
11/1/2014 4:35,6.1,72.2,1.48,323,2,1010.9,1,
11/1/2014 4:40,6.08,72.4,1.5,327,2.5,1010.8,1,
11/1/2014 4:45,6.03,72.5,1.47,317,2.8,1011.1,1,
11/1/2014 4:50,6.05,72.3,1.45,313,3,1011.2,1,
11/1/2014 4:55,5.92,72.3,1.32,312,3.3,1011.1,1,
11/1/2014 5:00,5.97,72.4,1.39,302,2.8,1011.1,1,
11/1/2014 5:05,5.87,72.4,1.29,330,3,1010.8,1,
11/1/2014 5:10,5.87,72.8,1.37,327,2.3,1011,1,
11/1/2014 5:15,5.87,72.7,1.35,306,1.5,1011.1,1,
11/1/2014 5:20,5.85,72.7,1.33,319,2,1011.1,1,
11/1/2014 5:25,5.82,72.9,1.34,320,2.8,1011.2,1,
11/1/2014 5:30,5.82,73.2,1.4,320,2.3,1011.2,1,
11/1/2014 5:35,5.8,73.2,1.38,320,2,1011.2,1,
11/1/2014 5:40,5.8,73.4,1.42,323,1.8,1010.9,1,
11/1/2014 5:45,5.77,73.5,1.41,324,2.3,1011,1,
11/1/2014 5:50,5.77,73.6,1.43,316,2.8,1011.1,1,
11/1/2014 5:55,5.74,73.9,1.45,313,2.5,1011,1,
11/1/2014 6:00,5.85,73.9,1.56,295,1.8,1011.1,1,
11/1/2014 6:05,5.74,73.8,1.44,312,2.8,1011.1,1,
11/1/2014 6:10,5.85,74,1.58,313,2,1011.2,1,
11/1/2014 6:15,5.8,73.9,1.51,309,3.3,1011.2,1,
11/1/2014 6:20,5.82,74.1,1.57,324,2.3,1011.2,1,
11/1/2014 6:25,5.82,74.1,1.57,314,2.5,1011.2,1,
11/1/2014 6:30,5.87,74.1,1.62,303,1.8,1011.2,1,
11/1/2014 6:35,5.85,74.2,1.62,310,3,1011.1,1,
11/1/2014 6:40,5.87,74.1,1.62,317,2.5,1011.1,1,
11/1/2014 6:45,5.87,74.2,1.64,329,3,1011.3,1,
11/1/2014 6:50,5.9,74.3,1.68,320,2,1011.2,1,
11/1/2014 6:55,5.9,74.1,1.65,326,2.8,1011.2,1,
11/1/2014 7:00,5.87,74.2,1.64,312,2.5,1011.2,1,
11/1/2014 7:05,5.9,74.2,1.67,306,2.8,1011.2,1,
11/1/2014 7:10,5.95,74.3,1.73,316,2,1011.2,1,
11/1/2014 7:15,5.9,74.3,1.68,330,2.8,1011.3,1,
11/1/2014 7:20,5.92,74.5,1.74,323,2.3,1011.4,1,
11/1/2014 7:25,6,74.6,1.84,331,2.5,1011.4,1,
11/1/2014 7:30,6.08,74.4,1.88,330,1,1011.5,1,
11/1/2014 7:35,6,74.4,1.8,344,1.8,1011.4,1,
11/1/2014 7:40,6.08,74.5,1.9,355,1.5,1011.5,1,
11/1/2014 7:45,6.13,74.4,1.93,352,0.8,1011.3,4,
11/1/2014 7:50,6.05,74.7,1.9,348,2,1011.2,7,
11/1/2014 7:55,6.1,75,2.01,20,2,1010.7,16,
11/1/2014 8:00,6.13,75.1,2.06,348,1.5,1010.6,23,
11/1/2014 8:05,6.13,75.3,2.09,351,1.8,1010.8,17,
11/1/2014 8:10,6.18,75.5,2.18,310,1,1010.4,23,
11/1/2014 8:15,6.23,75.7,2.27,330,1.5,1010.3,32,
11/1/2014 8:20,6.23,75.8,2.28,314,2.8,1010.1,37,
11/1/2014 8:25,6.41,76,2.5,321,2,1010.6,33,
11/1/2014 8:30,6.46,75.9,2.53,1,1,1010.7,28,
11/1/2014 8:35,6.46,76,2.54,334,1,1010.4,27,
11/1/2014 8:40,6.43,76.1,2.53,345,2,1010,36,
11/1/2014 8:45,6.51,76.4,2.67,355,1.5,1010.1,34,
11/1/2014 8:50,6.56,76.4,2.71,333,1.3,1009.8,33,
11/1/2014 8:55,6.59,76.5,2.76,25,1.3,1009.9,29,
11/1/2014 9:00,6.53,76.6,2.72,6,1.5,1009.5,33,
11/1/2014 9:05,6.59,76.8,2.82,37,1.3,1009.9,28,
11/1/2014 9:10,6.53,77,2.8,14,2,1009.5,23,
11/1/2014 9:15,6.66,77.1,2.94,355,1.5,1009.5,27,
11/1/2014 9:20,6.71,77.2,3.01,352,1.3,1009.3,37,
11/1/2014 9:25,6.76,77.4,3.09,355,2.3,1009.4,48,
11/1/2014 9:30,6.81,77.7,3.2,355,1.5,1009.4,36,
11/1/2014 9:35,6.96,77.8,3.36,15,1.3,1009.7,47,
11/1/2014 9:40,7.09,78.1,3.54,7,1.5,1009.6,63,
11/1/2014 9:45,7.12,78.8,3.7,27,2,1009.4,46,
11/1/2014 9:50,7.07,79.3,3.74,15,2,1009.6,41,
11/1/2014 9:55,7.09,80.1,3.9,22,1.8,1009.6,42,
11/1/2014 10:00,7.12,81.1,4.11,10,1.5,1009.9,33,
11/1/2014 10:05,6.94,82.3,4.14,0,1.8,1009.8,28,
11/1/2014 10:10,6.81,83.7,4.25,338,1.3,1009.9,26,
11/1/2014 10:15,6.74,84.7,4.35,324,1.8,1009.8,29,
11/1/2014 10:20,6.76,85.6,4.52,337,1.3,1009.9,29,
11/1/2014 10:25,6.74,86.3,4.62,355,1.5,1009.8,32,
11/1/2014 10:30,6.66,87.1,4.67,347,1.3,1009.9,32,
11/1/2014 10:35,6.59,87.8,4.72,350,1.5,1009.9,26,
11/1/2014 10:40,6.56,88.5,4.8,320,1.8,1009.9,34,
11/1/2014 10:45,6.53,89.1,4.87,320,2,1010,41,
11/1/2014 10:50,6.61,89.6,5.03,310,1.5,1009.7,42,
11/1/2014 10:55,6.61,90,5.09,309,1.8,1009.8,52,
11/1/2014 11:00,6.59,90.4,5.14,323,2,1009.6,52,
11/1/2014 11:05,6.59,90.9,5.22,306,2.5,1009.5,64,
11/1/2014 11:10,6.56,91.2,5.23,314,2.3,1009.5,92,
11/1/2014 11:15,6.56,91.6,5.3,303,3.3,1009.3,66,
11/1/2014 11:20,6.51,91.8,5.28,314,4,1009.1,51,
11/1/2014 11:25,6.59,92.2,5.42,310,3.5,1009.3,54,
11/1/2014 11:30,6.64,92.3,5.49,306,2,1008.9,68,
11/1/2014 11:35,6.69,92.4,5.55,310,3.3,1008.7,59,
11/1/2014 11:40,6.69,92.5,5.57,305,3.3,1008.7,49,
11/1/2014 11:45,6.71,92.7,5.62,306,3.3,1008.6,49,
11/1/2014 11:50,6.76,92.7,5.67,326,2.8,1008.8,41,
11/1/2014 11:55,6.76,92.9,5.7,323,2.3,1008.4,37,
11/1/2014 12:00,6.74,93,5.69,313,3.5,1008.5,36,
11/1/2014 12:05,6.79,93,5.74,306,2.3,1008.7,27,
11/1/2014 12:10,6.79,93,5.74,330,2.8,1008.7,21,
11/1/2014 12:15,6.86,93.2,5.84,303,2.3,1008.8,22,
11/1/2014 12:20,6.81,93.2,5.79,293,3,1008.7,23,
11/1/2014 12:25,6.81,93.4,5.83,309,2.5,1008.6,28,
11/1/2014 12:30,6.79,93.5,5.82,302,2.8,1008.5,22,
11/1/2014 12:35,6.79,93.5,5.82,302,2.8,1008.2,34,
11/1/2014 12:40,6.81,93.7,5.87,324,2.5,1008.2,26,
11/1/2014 12:45,6.89,93.8,5.97,316,1.8,1008.1,29,
11/1/2014 12:50,6.91,93.7,5.97,312,2.5,1008.1,33,
11/1/2014 12:55,6.91,93.7,5.97,317,2.5,1008.2,31,
11/1/2014 13:00,6.94,93.9,6.03,323,2,1008.1,32,
11/1/2014 13:05,6.94,93.9,6.03,327,2.8,1008.3,31,
11/1/2014 13:10,6.94,93.9,6.03,302,2.5,1008.2,47,
11/1/2014 13:15,6.96,94,6.07,317,2.8,1007.8,48,
11/1/2014 13:20,7.02,94,6.13,341,2.8,1007.2,91,
11/1/2014 13:25,7.07,93.8,6.15,348,2,1007.2,81,
11/1/2014 13:30,7.12,93.8,6.2,355,2.3,1007,68,
11/1/2014 13:35,7.19,93.9,6.28,351,2,1006.8,76,
11/1/2014 13:40,7.29,93.9,6.38,348,1.5,1007,76,
11/1/2014 13:45,7.24,93.6,6.28,347,3,1007.2,47,
11/1/2014 13:50,7.27,93.6,6.31,337,1.8,1007.4,34,
11/1/2014 13:55,7.32,93.5,6.35,345,2,1007.7,19,
11/1/2014 14:00,7.27,93.3,6.27,345,2.8,1007.4,32,
11/1/2014 14:05,7.29,93.3,6.29,354,1.8,1007,36,
11/1/2014 14:10,7.32,93.2,6.3,347,1.5,1007.6,32,
11/1/2014 14:15,7.32,93.1,6.29,1,1.8,1007.2,16,
11/1/2014 14:20,7.29,93,6.24,3,2.5,1007.5,18,
11/1/2014 14:25,7.39,93.1,6.36,6,1.5,1007.7,18,
11/1/2014 14:30,7.34,93.1,6.31,4,2,1007.5,13,
11/1/2014 14:35,7.37,93.1,6.34,343,1,1007.6,13,
11/1/2014 14:40,7.37,93.2,6.35,355,1.3,1007.7,14,
11/1/2014 14:45,7.42,93.3,6.42,355,0.8,1007.6,18,
11/1/2014 14:50,7.39,93.2,6.37,8,2.3,1007.3,16,
11/1/2014 14:55,7.42,93.2,6.4,11,1.8,1007.5,23,
11/1/2014 15:00,7.44,93.2,6.42,340,1.8,1007.6,19,
11/1/2014 15:05,7.37,93.1,6.34,11,2.3,1007.4,23,
11/1/2014 15:10,7.29,93.3,6.29,6,2,1007.4,23,
11/1/2014 15:15,7.29,93.3,6.29,14,2,1007.4,22,
11/1/2014 15:20,7.22,93.3,6.22,18,1.8,1007.5,18,
11/1/2014 15:25,7.19,93.3,6.19,20,1,1007.4,23,
11/1/2014 15:30,7.12,93.3,6.12,22,2,1007.5,26,
11/1/2014 15:35,7.12,93.3,6.12,6,2.3,1007.3,26,
11/1/2014 15:40,7.09,93.3,6.09,3,1.8,1007.3,19,
11/1/2014 15:45,7.02,93.3,6.02,13,2,1007.4,22,
11/1/2014 15:50,6.86,93.2,5.84,340,1.8,1007.6,16,
11/1/2014 15:55,6.76,93.2,5.74,22,1.5,1007.6,14,
11/1/2014 16:00,6.71,93.2,5.7,6,2,1007.5,12,
11/1/2014 16:05,6.64,93.3,5.64,21,2,1007.6,12,
11/1/2014 16:10,6.64,93.2,5.63,15,2,1007.8,6,
11/1/2014 16:15,6.59,93.2,5.58,13,1.8,1007.9,6,
11/1/2014 16:20,6.56,93.1,5.53,355,2.3,1007.5,9,
11/1/2014 16:25,6.46,93.1,5.43,15,2,1007.6,11,
11/1/2014 16:30,6.43,93.1,5.4,8,2,1007.6,8,
11/1/2014 16:35,6.43,93.1,5.4,20,1,1007.8,6,
11/1/2014 16:40,6.38,93.1,5.35,18,1.3,1008,4,
11/1/2014 16:45,6.33,93.1,5.3,348,1.3,1008.3,2,
11/1/2014 16:50,6.31,93,5.27,355,1.3,1008.2,1,
11/1/2014 16:55,6.28,93,5.24,1,1.5,1008.1,2,
11/1/2014 17:00,6.15,92.8,5.08,343,2.3,1008.1,3,
11/1/2014 17:05,6.1,92.8,5.03,324,2.5,1008.2,2,
11/1/2014 17:10,6,92.7,4.91,340,2.5,1008.5,1,
11/1/2014 17:15,6,92.8,4.93,326,1.8,1008.9,1,
11/1/2014 17:20,5.97,92.8,4.9,331,2,1008.4,1,
11/1/2014 17:25,5.87,92.7,4.78,343,2.5,1008.7,1,
11/1/2014 17:30,5.85,92.7,4.76,338,2,1008.6,1,
11/1/2014 17:35,5.74,92.6,4.64,338,3,1008.7,1,
11/1/2014 17:40,5.72,92.6,4.62,333,2,1008.6,1,
11/1/2014 17:45,5.72,92.7,4.63,292,1.5,1008.9,1,
11/1/2014 17:50,5.59,92.6,4.49,334,2.8,1008.8,1,
11/1/2014 17:55,5.57,92.8,4.5,343,2.3,1008.8,1,
11/1/2014 18:00,5.49,92.7,4.41,336,1.8,1008.9,1,
11/1/2014 18:05,5.39,92.7,4.31,344,2.5,1009,1,
11/1/2014 18:10,5.31,92.6,4.21,343,2,1009.2,1,
11/1/2014 18:15,5.26,92.6,4.16,331,2.3,1009.1,1,
11/1/2014 18:20,5.26,92.6,4.16,330,1.3,1009,1,
11/1/2014 18:25,5.18,92.5,4.07,0,2.5,1009.2,1,
11/1/2014 18:30,5.13,92.6,4.03,355,1.5,1009.3,1,
11/1/2014 18:35,5.05,92.5,3.94,7,1.8,1009.5,1,
11/1/2014 18:40,4.97,92.4,3.84,314,2,1009.5,1,
11/1/2014 18:45,4.97,92.3,3.83,354,1.8,1009.5,1,
11/1/2014 18:50,4.95,92.2,3.79,355,2.3,1009.3,1,
11/1/2014 18:55,4.92,92.2,3.76,17,1.5,1009.1,1,
11/1/2014 19:00,4.84,92.2,3.68,352,2,1009.3,1,
11/1/2014 19:05,4.82,92.2,3.66,355,1.5,1009.4,1,
11/1/2014 19:10,4.77,92.1,3.6,343,2,1009.4,1,
11/1/2014 19:15,4.79,92.1,3.62,330,2.3,1009.4,1,
11/1/2014 19:20,4.74,92,3.55,338,2,1009.3,1,
11/1/2014 19:25,4.71,91.9,3.51,341,2,1009.4,1,
11/1/2014 19:30,4.66,91.8,3.44,355,2,1009.3,1,
11/1/2014 19:35,4.66,91.9,3.46,334,1.5,1009.2,1,
11/1/2014 19:40,4.66,91.8,3.44,355,1.8,1009.4,1,
11/1/2014 19:45,4.61,91.6,3.36,352,2.3,1009.5,1,
11/1/2014 19:50,4.58,91.7,3.35,329,1.8,1009.5,1,
11/1/2014 19:55,4.61,91.7,3.38,337,2,1009.3,1,
11/1/2014 20:00,4.58,91.6,3.33,350,1.5,1009.4,1,
11/1/2014 20:05,4.53,91.6,3.28,345,2,1009.3,1,
11/1/2014 20:10,4.48,91.6,3.24,330,2.8,1009.4,1,
11/1/2014 20:15,4.43,91.5,3.17,334,1.8,1009.4,1,
11/1/2014 20:20,4.35,91.8,3.14,319,2.8,1009.2,1,
11/1/2014 20:25,4.32,91.8,3.11,340,2.5,1009.6,1,
11/1/2014 20:30,4.3,91.8,3.09,324,2.5,1009.8,1,
11/1/2014 20:35,4.3,91.9,3.1,326,1.5,1009.8,1,
11/1/2014 20:40,4.3,92,3.12,329,1.8,1009.7,1,
11/1/2014 20:45,4.27,92.1,3.1,330,1.8,1009.6,1,
11/1/2014 20:50,4.27,92.2,3.12,321,1.5,1009.3,1,
11/1/2014 20:55,4.22,92.3,3.08,337,2.5,1009,1,
11/1/2014 21:00,4.19,92.3,3.06,321,2,1008.8,1,
11/1/2014 21:05,4.17,92.2,3.02,326,2,1008.7,1,
11/1/2014 21:10,4.12,92.5,3.02,336,2,1008.4,1,
11/1/2014 21:15,4.12,92.6,3.03,331,1.3,1008.6,1,
11/1/2014 21:20,4.12,92.7,3.05,337,1.8,1008.6,1,
11/1/2014 21:25,4.09,92.7,3.02,343,2.3,1008.5,1,
11/1/2014 21:30,4.06,92.7,2.99,333,2,1008.6,1,
11/1/2014 21:35,4.01,92.6,2.92,324,2.8,1009,1,
11/1/2014 21:40,4.01,92.5,2.91,352,2.3,1008.7,1,
11/1/2014 21:45,3.98,92.5,2.88,334,1.3,1009.1,1,
11/1/2014 21:50,3.96,92.5,2.86,6,2,1009,1,
11/1/2014 21:55,3.98,92.4,2.86,329,2.5,1008.6,1,
11/1/2014 22:00,3.93,92.3,2.8,333,1.5,1008.6,1,
11/1/2014 22:05,3.93,92.2,2.78,355,2.5,1008.4,1,
11/1/2014 22:10,3.93,92.3,2.8,355,1.5,1008.5,1,
11/1/2014 22:15,3.91,92,2.73,355,1.5,1008.4,1,
11/1/2014 22:20,3.91,91.8,2.7,7,2.3,1008.3,1,
11/1/2014 22:25,3.93,91.7,2.71,354,2.3,1008.4,1,
11/1/2014 22:30,3.93,91.4,2.66,8,2,1008.8,1,
11/1/2014 22:35,3.98,91.3,2.69,333,1.8,1008.6,1,
11/1/2014 22:40,3.98,91,2.65,347,2.3,1008.3,1,
11/1/2014 22:45,4.01,90.7,2.63,340,2.3,1008.3,1,
11/1/2014 22:50,4.04,90.5,2.63,347,2.8,1008.3,1,
11/1/2014 22:55,4.04,90.4,2.61,347,2,1008.2,1,
11/1/2014 23:00,4.01,90.4,2.58,355,2.3,1008.4,1,
11/1/2014 23:05,4.04,90.2,2.58,355,1.3,1008.2,1,
11/1/2014 23:10,4.06,90.1,2.59,0,1.5,1008.4,1,
11/1/2014 23:15,4.06,89.9,2.56,338,1,1008.4,1,
11/1/2014 23:20,4.06,89.8,2.54,4,1.3,1008.4,1,
11/1/2014 23:25,4.14,89.5,2.57,350,2,1007.8,1,
11/1/2014 23:30,4.14,89.1,2.51,355,2.3,1008.2,1,
11/1/2014 23:35,4.17,88.8,2.49,1,1.8,1008.4,1,
11/1/2014 23:40,4.19,88.4,2.45,355,2.5,1008.3,1,
11/1/2014 23:45,4.22,88,2.41,0,2.5,1008.4,1,
11/1/2014 23:50,4.27,87.7,2.41,347,2.5,1008.4,1,
11/1/2014 23:55,4.32,87.7,2.46,355,2,1008.5,1,
11/2/2014 0:00,4.35,87.4,2.45,347,2,1008.5,1,
11/2/2014 0:05,4.38,87.2,2.44,334,2,1008.3,1,
11/2/2014 0:10,4.38,87.1,2.43,1,1.8,1008.3,1,
11/2/2014 0:15,4.38,87,2.41,343,2.3,1008.4,1,
11/2/2014 0:20,4.4,86.8,2.4,324,1.8,1008.4,1,
11/2/2014 0:25,4.38,86.6,2.35,321,2.3,1008.2,1,
11/2/2014 0:30,4.35,86.6,2.32,307,2,1008,1,
11/2/2014 0:35,4.35,86.8,2.35,313,2.3,1007.8,1,
11/2/2014 0:40,4.19,87.1,2.24,316,3.3,1007.7,1,
11/2/2014 0:45,4.14,87.6,2.27,327,2.3,1007.4,1,
11/2/2014 0:50,4.04,88,2.24,321,3.8,1007.7,1,
11/2/2014 0:55,4.04,88.4,2.3,324,2.8,1007.6,1,
11/2/2014 1:00,3.98,88.5,2.26,321,3,1007.6,1,
11/2/2014 1:05,4.04,88.5,2.31,303,3.8,1007.3,1,
11/2/2014 1:10,4.04,88.5,2.31,302,3.8,1007.1,1,
11/2/2014 1:15,3.96,88.5,2.24,309,3.8,1006.9,1,
11/2/2014 1:20,3.98,88.9,2.32,309,3.5,1006.9,1,
11/2/2014 1:25,3.98,88.7,2.29,309,3.8,1006.8,1,
11/2/2014 1:30,3.96,88.4,2.22,312,3.3,1006.8,1,
11/2/2014 1:35,3.93,88.3,2.17,333,3.5,1006.6,1,
11/2/2014 1:40,3.96,88.1,2.17,313,4,1006.3,1,
11/2/2014 1:45,3.96,88,2.16,320,3.5,1006.4,1,
11/2/2014 1:50,4.01,87.9,2.19,323,3.3,1006.4,1,
11/2/2014 1:55,4.04,87.6,2.17,292,2.8,1006.5,1,
11/2/2014 1:00,4.04,87.4,2.14,317,3,1006.5,1,
11/2/2014 1:05,4.06,87.1,2.11,317,3.3,1006.2,1,
11/2/2014 1:10,4.09,87,2.12,314,3.8,1005.9,1,
11/2/2014 1:15,4.14,86.6,2.11,309,4.3,1005.5,1,
11/2/2014 1:20,4.19,86.1,2.08,316,4.3,1005.5,1,
11/2/2014 1:25,4.22,85.5,2.01,307,4.8,1005.9,1,
11/2/2014 1:30,4.25,85.2,1.99,314,3.5,1005.6,1,
11/2/2014 1:35,4.3,85.1,2.02,338,2.8,1006,1,
11/2/2014 1:40,4.38,84.7,2.03,319,3.3,1006.3,1,
11/2/2014 1:45,4.35,84.4,1.96,326,2.5,1006.5,1,
11/2/2014 1:50,4.38,84.5,2,312,2.3,1006.5,1,
11/2/2014 1:55,4.4,84,1.94,327,3.8,1006.7,1,
11/2/2014 2:00,4.45,83.9,1.97,330,2.3,1006.4,1,
11/2/2014 2:05,4.45,83.5,1.9,314,3.3,1006.6,1,
11/2/2014 2:10,4.43,83.5,1.88,310,2.8,1006.4,1,
11/2/2014 2:15,4.43,83.4,1.87,324,3.3,1006.3,1,
11/2/2014 2:20,4.4,83.1,1.79,344,3,1006.2,1,
11/2/2014 2:25,4.45,82.9,1.8,338,2.8,1006.2,1,
11/2/2014 2:30,4.43,82.7,1.75,321,2.5,1006,1,
11/2/2014 2:35,4.45,82.4,1.72,337,3.3,1006.1,1,
11/2/2014 2:40,4.43,82.3,1.68,326,2.8,1006.1,1,
11/2/2014 2:45,4.43,81.8,1.6,321,3.8,1005.9,1,
11/2/2014 2:50,4.43,81.7,1.58,319,3,1005.9,1,
11/2/2014 2:55,4.45,81.4,1.55,326,3.3,1005.7,1,
11/2/2014 3:00,4.45,81,1.48,320,4,1005.6,1,
11/2/2014 3:05,4.45,81.2,1.51,312,2.8,1005.5,1,
11/2/2014 3:10,4.45,81.1,1.5,321,1.5,1005.4,1,
11/2/2014 3:15,4.45,81,1.48,320,3.8,1005.3,1,
11/2/2014 3:20,4.43,80.7,1.41,310,3,1005.7,1,
11/2/2014 3:25,4.4,80.8,1.4,327,3.3,1005.5,1,
11/2/2014 3:30,4.43,81.4,1.53,305,2.3,1005.7,1,
11/2/2014 3:35,4.27,81.9,1.46,336,2.8,1005.6,1,
11/2/2014 3:40,4.19,82.6,1.5,337,4,1005.7,1,
11/2/2014 3:45,4.17,83.1,1.56,319,3,1005.4,1,
11/2/2014 3:50,4.12,83.3,1.55,340,3,1005.4,1,
11/2/2014 3:55,4.04,83.8,1.55,313,2.5,1005.6,1,
11/2/2014 4:00,3.96,84.2,1.54,329,2.8,1005.4,1,
11/2/2014 4:05,3.85,84.8,1.53,310,3.5,1005.4,1,
11/2/2014 4:10,3.75,85.6,1.56,305,3,1005.3,1,
11/2/2014 4:15,3.64,86.2,1.55,331,3.3,1005.1,1,
11/2/2014 4:20,3.64,86.8,1.65,317,3.8,1005.1,1,
11/2/2014 4:25,3.54,87.2,1.61,331,2.8,1005,1,
11/2/2014 4:30,3.56,87.3,1.65,317,3.5,1005.1,1,
11/2/2014 4:35,3.56,87.4,1.67,310,3.5,1004.9,1,
11/2/2014 4:40,3.51,87.5,1.63,326,3,1004.5,1,
11/2/2014 4:45,3.51,87.6,1.65,326,4.3,1004.3,1,
11/2/2014 4:50,3.46,87.7,1.62,319,3,1004.2,1,
11/2/2014 4:55,3.46,87.8,1.63,316,3.3,1004.4,1,
11/2/2014 5:00,3.46,87.8,1.63,324,2.5,1004.7,1,
11/2/2014 5:05,3.49,87.7,1.64,320,3.5,1004.5,1,
11/2/2014 5:10,3.46,87.7,1.62,306,3.5,1004.3,1,
11/2/2014 5:15,3.46,87.9,1.65,296,2.3,1004.1,1,
11/2/2014 5:20,3.46,87.8,1.63,333,3.3,1004,1,
11/2/2014 5:25,3.46,88,1.66,326,3,1004.2,1,
11/2/2014 5:30,3.49,88,1.69,336,2.5,1004.3,1,
11/2/2014 5:35,3.49,87.8,1.66,324,2.5,1003.9,1,
11/2/2014 5:40,3.54,87.5,1.66,326,3.8,1004,1,
11/2/2014 5:45,3.54,87.4,1.65,316,3,1003.9,1,
11/2/2014 5:50,3.59,87.2,1.66,323,3,1003.6,1,
11/2/2014 5:55,3.67,86.7,1.66,317,3.3,1003.8,1,
11/2/2014 6:00,3.72,86.1,1.61,336,3.8,1003.3,1,
11/2/2014 6:05,3.7,85.8,1.55,321,4.5,1003.2,1,
11/2/2014 6:10,3.62,85.7,1.45,321,4.3,1003.3,1,
11/2/2014 6:15,3.62,85.8,1.47,309,4,1003.2,1,
11/2/2014 6:20,3.56,86.1,1.46,305,2.8,1002.9,1,
11/2/2014 6:25,3.59,86.1,1.49,312,5,1002.8,1,
11/2/2014 6:30,3.54,85.8,1.39,299,3.3,1002.8,1,
11/2/2014 6:35,3.54,86.1,1.44,307,3.8,1002.7,2,
11/2/2014 6:40,3.54,86.1,1.44,312,3.3,1002.6,2,
11/2/2014 6:45,3.56,85.8,1.41,320,4,1002.5,3,
11/2/2014 6:50,3.59,85.3,1.36,319,5.8,1002.7,4,
11/2/2014 6:55,3.59,85.2,1.34,319,4,1002.4,4,
11/2/2014 7:00,3.62,85.1,1.35,327,3.8,1002.4,7,
